SampleID	location	project	site	plot	rep	deep	depth	group	SoilBD	fineroots	coarseroots	roots	soilg	stonesg	nodules	amountnodules	ecto	protium	Sand	Clay	Silt	BrayP	OlsenP	pH	SoilMoisturePerc	NH4ppm	NO3ppm	Nperc	Cperc	NMDS1A	NMDS2A	NMDS1B	NMDS2B	NMDS1	NMDS2	lat	lon	Growth_rate	Mortality_rate	Quadratic_diameter	Aboveground_biomass	Aboveground_Cstock	Forest_density	Aboveground_productivity	tmean	precip	plowestq	elevation	rich	invSimp	shannon	ectoareayes	totalarea	percecto	fabareayes	fabperc	treatment	FUNrich	arbreads	AMrich	ecmreads	ECMrich	arbrel	ecmrel	funrel	Cperct	Nperct	Pperct	myc	PP	PPrich	ST	STrich	Cstock	Nstock	Litter_Nperct	Litter_Cperct	Litter_CtoN	Litter_Ptot	litterleaf_mass	SOMmass%LF	SOMmass%Sand	SOMmass%S+C	SOMrel_NinLF	SOMrel_CinLF	SOMrel_NinSand	SOMrel_CinSand	SOMrel_NinSC	SOMrel_CinSC	Weathering	GibtoKaol	Ptot	BrayP/Ptot	Pstock	CN	totPinSC	CP
KAW1A	KAW	guyafor	1	1	1	0-15	A	highN	0.390525478	3.1531	2.053	5.2061	294.3	340	0	o	NA	0	14.00320684	34.74078033	51.25601283	0.323705179	1.393034826	4.02	NA	NA	NA	NA	NA	-0.010994126	0.449267736	NA	NA	-0.318342245	-0.252844807	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	A.highN	90	14	3	47	5	0.005422153	0.017973231	0.976797261	8.868549188	0.598074873	NA	0.023202739	3	3	74	21	51.95091612	3.503452134	1.302777171	46.0902729	35.37847755	291.0094637	99.16	10.83832335	44.26147705	42.76447106	0.193747145	3.814399236	0.076024496	1.521004113	0.281497158	3.755230645	3	1.5	NA	NA	0.296897078	NA	0.088513262	174.9795467
KAW1B	KAW	guyafor	1	1	1	15-30	B	highN	NA	NA	NA	NA	NA	NA	0	o	NA	0	12.7093858	33.23584153	54.05477267	0.025100402	0.689655172	4.15	NA	NA	NA	0.462	6.61	NA	NA	-0.085080876	0.045343132	0.011219901	0.037893333	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	B.highN	157	482	16	614	6	0.239205955	0.285980438	0.583111449	6.610102336	0.461933146	NA	0.416888551	39	14	329	31	46.5	3.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.66	567	4.42797E-05	0.429432908	14.30735931	NA	108.2823396
KAW2A	KAW	guyafor	1	1	2	0-15	A	highN	0.328556263	3.5282	6.0088	9.537	247.6	291.5	1	l	o	0	14.00320684	34.74078033	51.25601283	0.075452716	1.274509804	4.2	NA	NA	NA	0.881	13.851	-0.0270521	0.222773543	NA	NA	-0.136055592	-0.147514326	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	A.highN	273	415	16	32	13	0.159799769	0.014453478	0.829973374	13.85068162	0.88183403	NA	0.170026626	60	20	453	52	68.26092297	4.345981407	1.466434538	46.84896469	31.94753224	333.8709677	129.44	11.71323456	35.7462464	45.40121309	0.226917438	3.958889995	0.236040738	2.687826591	0.468806533	4.753628366	3	1.5	568	0.000132788	0.280037911	15.72190692	0.124223674	243.7560073
KAW2B	KAW	guyafor	1	1	2	15-30	B	highN	0.534235669	0.4732	0	0.4732	402.6	464.4	0	o	NA	0	12.7093858	33.23584153	54.05477267	0.125250501	0.689655172	4.12	NA	NA	NA	0.646	9.247	NA	NA	-0.238972766	-0.006311322	0.048803485	-0.03635113	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	B.highN	156	1449	12	4	4	0.552	0.003389831	0.447318372	9.247025172	0.645648281	NA	0.552681628	11	6	539	44	74.10136016	5.173925116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.66	568	0.00022047	0.455253984	14.31424149	NA	162.7692735
KAW3A	KAW	guyafor	1	1	3	0-15	A	highN	0.654723992	2.0684	1.3344	3.4028	493.4	127	1	m	o	0	14.00320684	34.74078033	51.25601283	0	0.609137056	4.07	NA	NA	NA	0.447	6.759	-0.153684006	0.130419985	NA	NA	-0.157916728	-0.032537798	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	A.highN	245	25	6	50	7	0.00969368	0.019201229	0.971472043	6.758819739	0.447202325	NA	0.028527957	174	18	315	75	66.37742156	4.391911367	1.459793508	49.38880539	33.83273396	248.3766234	125.8	2.093718843	18.42472582	78.26520439	0.027055309	0.644868842	0.048219279	0.822270925	0.314893421	4.460232396	3	1.5	464	2.15707E-07	0.455287436	15.12080537	0.123493478	145.792342
KAW3B	KAW	guyafor	1	1	3	15-30	B	highN	0.573779193	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.7093858	33.23584153	54.05477267	0.0249501	0.502512563	4.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	A.highN	NA	NA	NA	NA	NA	NA	NA	NA	5.226778348	0.362346768	NA	NA	NA	NA	NA	NA	44.98524996	3.118605546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.66	408	6.11379E-05	0.351235107	NA	NA	128.0773166
KAW4A	KAW	guyafor	1	1	4	0-15	A	highN	0.660031847	2.1306	1.4108	3.5414	497.4	224	0	o	m	0	14.00320684	34.74078033	51.25601283	0.322420635	0.808080808	3.97	NA	NA	NA	0.514	7.458	-0.109057484	0.226957649	NA	NA	-0.232611251	-0.113128108	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	A.highN	346	161	6	366	14	0.071144498	0.148298217	0.799543553	7.457998594	0.514438073	NA	0.200456447	282	28	558	91	73.83774882	5.093182672	1.546102166	47.97280312	31.02822321	288.4615385	162.84	1.715710723	30.68329177	66.61346633	0.023644094	0.511893945	0.09038513	1.397931357	0.260450744	3.26134824	3	1.5	486	0.000663704	0.48095513	14.50972763	0.169712656	153.5231547
KAW4B	KAW	guyafor	1	1	4	15-30	B	highN	0.460721868	0.6035	0	0.6035	347.2	249.1	0	o	s	0	12.7093858	33.23584153	54.05477267	0.024900398	0.303030303	4.36	NA	NA	NA	0.269	3.87	NA	NA	-0.213038577	0.258141809	-0.192529683	0.251950938	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	B.highN	104	61	6	694	6	0.031524548	0.270249221	0.712818562	3.869815826	0.269127915	NA	0.287181438	9	4	1350	22	26.74363167	1.85989674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.66	457	5.44277E-05	0.316167019	14.3866171	NA	84.58703813
KAW5A	KAW	guyafor	1	1	5	0-15	A	highN	0.401937367	2.8965	4.2532	7.1497	302.9	406.1	1	m	s	0	14.00320684	34.74078033	51.25601283	0	0.9	3.95	NA	NA	NA	0.681	10.279	-0.009845432	0.149682683	NA	NA	-0.111941376	-0.07754731	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	A.highN	249	453	17	135	13	0.181635926	0.062040441	0.776340814	10.27909978	0.681711674	NA	0.223659186	32	14	1472	65	61.97331457	4.110080931	1.319357276	47.97084427	36.35925245	283.7171053	116.88	3.515429941	24.3783082	70.43843004	0.048505809	1.244217716	0.110213276	1.654278752	0.396124055	5.231951772	3	1.5	510	1.96181E-07	0.307320966	15.09397944	0.116361651	201.6566436
KAW5B	KAW	guyafor	1	1	5	15-30	B	highN	0.451433121	1.1916	2.0864	3.278	340.2	255	0	o	o	0	12.7093858	33.23584153	54.05477267	0	0.502512563	4.21	NA	NA	NA	NA	NA	NA	NA	-0.224307347	-0.022644842	-0.081570397	0.111522543	4.5338	-52.1966	NA	NA	298.3375	468.5999339	220.2419689	524	NA	258	3806	363	48	157	51.97088	4.561486649	66095.1014	312184.4461	21.17181116	67969.0283	21.7720739	B.highN	133	1023	11	112	7	0.406436234	0.069738481	0.568276911	5.918440342	0.412139957	NA	0.431723089	89	11	226	32	40.07669993	2.790804407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.66	NA	NA	0.338669212	NA	NA	118.3358228
LAU1A	LAU	guyafor	1	1	1	0-15	A	lowN	1.087579618	4.646	5.4425	10.0885	819.6	0	0	o	m	0	98.44070471	0.0001	1.559295293	0.975	1.4	NA	NA	NA	NA	0.0462	0.966	0.156578195	-0.161817828	NA	NA	0.131062303	-0.101442956	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	A.lowN	167	23	2	3	3	0.008758568	0.00115119	0.990110308	0.965730528	0.046248093	NA	0.009889692	249	13	341	55	15.75463258	0.754477254	1.368740559	48.63602829	35.53341646	139.2508143	173.6	4.617518827	94.91676576	0.594530321	0.076021678	1.579575204	0	0.231577867	0.001351644	0.022526548	0	NA	17	0.056271429	0.028266302	20.90909091	0	557.3644762
LAU1A	LAU	guyafor	1	1	1	15-30	B	lowN	1.356555202	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.37545126	0.0001	1.624548736	0.323705179	0.4	3.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	0.305118104	0.010733358	NA	NA	NA	NA	NA	NA	6.208643263	0.218405885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	10	0.033320053	0.019768453	NA	NA	314.0682349
LAU2A	LAU	guyafor	1	1	2	0-15	A	lowN	1.098328025	1.9452	0.5792	2.5244	827.7	0	0	o	o	0	98.44070471	0.0001	1.559295293	0.833333333	2.189054726	3.13	NA	NA	NA	0.0682	1.322	0.125246541	-0.174516511	NA	NA	0.064600488	-0.146073689	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	A.lowN	220	1	1	22	7	0.000383583	0.008371385	0.991251426	1.322533449	0.068267335	NA	0.008748574	297	15	1091	65	21.78863327	1.124698917	1.110967815	48.63266945	43.77504802	143.7699681	327.04	4.315684316	94.95504496	0.579420579	0.103682084	1.695120654	0	0.245072791	0.00260231	0.029766387	0	NA	17	0.04915873	0.027928102	19.38416422	0	780.1687791
LAU2B	LAU	guyafor	1	1	2	15-30	B	lowN	1.268710191	1.0183	0.9721	1.9904	956.1	0	0	o	o	0	98.37545126	0.0001	1.624548736	0.27665996	0.693069307	3.53	NA	NA	NA	0.00581	0.329	NA	NA	0.380839926	-0.072108945	0.413366506	-0.026718177	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	B.lowN	40	2	1	13	2	0.000764526	0.004948611	0.994294409	0.329451541	0.005819591	NA	0.005705591	4	2	971	13	6.269677915	0.110750623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	10	0.027951878	0.018836014	NA	NA	332.8558737
LAU3A	LAU	guyafor	1	1	3	0-14	A	lowN	1.449613285	2.851	1.1337	3.9847	1019.6	0	0	o	m	0	98.44070471	0.0001	1.559295293	0.786004057	1.57635468	3.6	NA	NA	NA	0.04888	0.991	0.175970943	-0.22778758	NA	NA	0.185795617	-0.048757366	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	A.lowN	120	186	2	100	6	0.073546856	0.040933279	0.891213389	0.990795374	0.048877916	NA	0.108786611	178	11	704	29	21.54405205	1.062811145	1.282475591	48.57182312	37.8734874	176.0450161	107.08	3.053587466	97.69484083	0.578784552	0.050495059	0.984449276	0	0.221309354	0.002039046	0.021883623	0	NA	15	0.053395876	0.032008144	20.27414075	0	673.080324
LAU3B	LAU	guyafor	1	1	3	15-30	B	lowN	1.441215499	1.0019	2.2892	3.2911	1086.1	0	0	o	o	0	98.37545126	0.0001	1.624548736	0.273904382	0.497512438	4.09	NA	NA	NA	0.00945	0.293	NA	NA	0.278673419	-0.238654053	0.352657497	-0.113765854	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	B.lowN	80	139	2	6	4	0.052992756	0.002409639	0.944845949	0.29326731	0.009447655	NA	0.055154051	269	10	742	25	6.33992088	0.204241609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	10	0.027792165	0.021305748	31.00529101	NA	297.5685635
LAU4A	LAU	guyafor	1	1	4	0-15	A	lowN	1.213110403	2.3946	0.5296	2.9242	914.2	0	0	o	o	0	98.44070471	0.0001	1.559295293	1.120517928	1.293532338	3.29	NA	NA	NA	0.0614	1.276	0.098471593	-0.172210105	NA	NA	0.003581763	-0.196495986	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	A.lowN	237	45	9	4	4	0.017142857	0.001547988	0.981361734	1.275524418	0.061418482	NA	0.018638266	264	15	825	61	23.21027911	1.117611	1.165857375	48.77420044	41.83547791	125	115.52	2.743689514	96.7674349	2.145066347	0.047694605	0.999072382	0	0.258226591	0.003987804	0.05352228	0	NA	17	0.064328401	0.031696232	20.78175896	0	732.2724942
LAU4B	LAU	guyafor	1	1	4	15-30	B	lowN	1.339304671	0.7173	0.7151	1.4324	1009.3	0	1	o	s	0	98.37545126	0.0001	1.624548736	0.223214286	0.404040404	3.77	NA	NA	NA	0.012	0.242	NA	NA	0.285872574	-0.115010437	0.311778202	-0.054918701	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	B.lowN	77	0	0	3	3	0	0.001141118	0.998858882	0.241662602	0.01201906	NA	0.001141118	135	10	1728	25	4.854897767	0.241457753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	7	0.030704365	0.014604696	20.16666667	NA	332.4203342
LAU5A	LAU	guyafor	1	1	5	0-15	A	lowN	1.055467091	3.623	1.4247	5.0477	795.4	0	0	o	s	0	98.44070471	0.0001	1.559295293	0.776553106	1.18226601	NA	NA	NA	NA	0.102	2.261	0.207284645	-0.235034819	NA	NA	0.171883531	-0.13465466	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	A.lowN	100	0	0	1088	3	0	0.413845569	0.586154431	2.261124055	0.102712	NA	0.413845569	138	8	856	33	35.79813043	1.626137045	1.330044687	50.45971107	37.93835769	121.3592233	197.16	0.218970837	95.46133174	18.11486016	0.002883708	0.062118409	0	0.191740908	0.099055055	0.670699088	0	NA	17	0.044433629	0.027669119	22.16666667	0.002550681	1293.79365
LAU5B	LAU	guyafor	1	1	5	15-30	B	lowN	1.392515924	1.4334	1.3103	2.7437	1049.4	0.3	0	o	s	0	98.37545126	0.0001	1.624548736	0.428427419	0.392156863	3.37	NA	NA	NA	0.0229	0.461	NA	NA	0.409207815	-0.252567239	0.472865462	-0.114529844	5.479167	-53.596433	1.33075	0.01075	240.385	310.335	145.85745	572.75	5.655	262	2395	282	54	48	11.66312388	3.021054866	29177.89561	237423.0469	12.28941166	101247.7102	42.64443217	B.lowN	43	38	2	41	2	0.014683153	0.015824006	0.969950552	0.46120281	0.022912324	NA	0.030049448	100	2	1502	10	9.633483858	0.478586642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0.0350625	0.025522653	20.13100437	NA	377.4483799
MON1A	MON	guyafor	1	1	1	0-15	A	highN	0.933519108	NA	NA	4.45	703.5	247.8	0	o	NA	0	11.07887101	38.24848325	50.67264574	0.571570577	0.7	3.81	NA	NA	NA	0.352584879	5.327926477	-0.267903904	0.104063072	NA	NA	-0.232121754	0.031547632	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	A.highN	178	5	3	156	9	0.002021836	0.05945122	0.938759985	5.327926477	0.352584879	NA	0.061240015	113	9	1132	63	74.6058176	4.937170822	1.594994366	47.23148918	29.61232352	213.9423077	77.64	1.082960755	21.81818182	75.94634873	0.014565288	0.411464627	0.018040552	0.350878533	0.207174395	2.718508033	3	0.51	265	0.002160465	0.370456418	15.11104643	0.189295972	201.388919
MON1B	MON	guyafor	1	1	1	15-30	B	highN	0.664410828	NA	NA	0.631	500.7	417.8	0	o	NA	0	11.83685111	67.02795208	21.13519681	0.074701195	0.198019802	4.18	NA	NA	NA	0.166658094	2.508889119	NA	NA	0.063757905	0.073987297	0.162640898	0.137861984	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	B.highN	92	307	6	323	6	0.133130963	0.13910422	0.760365158	2.508889119	0.166658094	NA	0.239634842	48	7	649	24	25.00399645	1.660941629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1.08	406	0.000183866	0.404906399	15.05410904	NA	61.75253463
MON2A	MON	guyafor	1	1	2	0-15	A	highN	0.890392781	1.8648	0.7369	2.6017	671	152.1	0	o	l	0	11.07887101	38.24848325	50.67264574	0.225450902	0.492610837	3.93	NA	NA	NA	0.285364658	4.06374534	-0.103520314	0.136415756	NA	NA	-0.200575316	-0.031101398	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	A.highN	169	26	6	1392	10	0.021018593	0.534767576	0.460631419	4.06374534	0.285364658	NA	0.539368581	137	17	488	40	54.27494273	3.811299468	1.72246927	45.9525547	26.67830161	237.0967742	48.48	0.619504396	20.86330935	78.36730616	0.007865214	0.243557696	0.009340892	0.207341629	0.189378128	2.357011869	3	0.51	418	0.000539148	0.558491396	14.24053479	0.173746432	97.18134079
MON2B	MON	guyafor	1	1	2	15-30	B	highN	0.667860934	0.2604	0	0.2604	503.3	516.2	0	o	m	0	11.83685111	67.02795208	21.13519681	0.224103586	0.298507463	4.14	NA	NA	NA	0.177327275	2.548601866	NA	NA	0.022058451	0.150025294	0.04153237	0.239460038	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	B.highN	99	45	5	43	3	0.017401392	0.016640867	0.966527197	2.548601866	0.177327275	NA	0.033472803	82	10	1058	20	25.53167434	1.776449396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1.08	432	0.000518544	0.432952904	14.37230604	NA	58.97101995
MON3A	MON	guyafor	1	1	3	0-15	A	highN	0.736332272	2.3762	2.1875	4.5637	554.9	397.7	0	o	m	0	11.07887101	38.24848325	50.67264574	0.475	0.784313725	3.81	NA	NA	NA	0.387622088	5.334131241	-0.120100527	0.089103871	NA	NA	-0.158224631	-0.071835779	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	A.highN	231	133	4	110	9	0.05279873	0.044070513	0.907569418	5.334131241	0.387622088	NA	0.092430582	301	20	520	62	58.91539462	4.281279792	1.802956402	47.2364006	26.19941367	307.8175896	49.84	2.698145025	28.7471481	67.14611646	0.046916018	0.895801152	0.040177206	0.54560396	0.177873904	2.378074708	3	0.51	265	0.001792685	0.292654141	13.7611643	0.119154864	201.3140642
MON3B	MON	guyafor	1	1	3	15-30	B	highN	0.764198514	0.3422	0.1931	0.5353	575.9	449.1	0	o	m	0	11.83685111	67.02795208	21.13519681	0.175702811	0.196078431	4.03	NA	NA	NA	0.183757514	2.614937226	NA	NA	-0.081431013	0.010734282	-0.035205214	0.065706059	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	B.highN	121	99	3	146	6	0.039871124	0.05770751	0.906808672	2.614937226	0.183757514	NA	0.093191328	584	9	566	35	29.97496713	2.106408284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1.08	415	0.000422927	0.476223414	14.23036897	NA	62.94307723
MON4A	MON	guyafor	1	1	4	0-15	A	highN	0.720806794	1.4337	1.5446	2.9783	543.2	75.2	0	o	o	0	11.07887101	38.24848325	50.67264574	0.471230159	0.804020101	3.84	NA	NA	NA	0.363356998	5.42645963	-0.352412156	-0.358454429	NA	NA	-0.417750446	0.102761441	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	A.highN	79	0	0	745	5	0	0.28337771	0.71662229	5.42645963	0.363356998	NA	0.28337771	15	6	81	19	58.67143454	3.928652888	1.4351632	42.62782097	29.70242058	266.8269231	51.52	0.848981223	21.39432681	45.10587295	0.014364875	0.321995214	0.016741264	0.226624979	0.171634442	1.808557842	3	0.51	294	0.001602183	0.318002997	14.93423729	0.217581132	184.4996274
MON4B	MON	guyafor	1	1	4	15-30	B	highN	0.597531847	0.6442	0.4041	1.0483	450.3	478.5	0	o	o	0	11.83685111	67.02795208	21.13519681	0.125754527	0.197044335	4.11	NA	NA	NA	0.176900024	2.86266772	NA	NA	0.303004533	0.455332526	0.335971809	0.487568144	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	B.highN	18	0	0	2	2	0	0.000760746	0.999239254	2.86266772	0.176900024	NA	0.000760746	104	2	934	5	25.65802695	1.585550973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1.08	402	0.000312818	0.360317009	16.18240436	NA	71.20959129
MON5A	MON	guyafor	1	1	5	0-15	A	highN	0.900079618	NA	NA	5.595	678.3	106.9	0	o	NA	0	11.07887101	38.24848325	50.67264574	0.926853707	0.68627451	3.68	NA	NA	NA	0.271504348	3.946055094	-0.136053508	0.195313464	NA	NA	-0.203979604	-0.116776259	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	A.highN	268	91	10	715	5	0.04754441	0.281717888	0.693419551	3.946055094	0.271504348	NA	0.306580449	94	24	827	68	53.27645642	3.66563294	1.782010734	48.34071922	27.12706399	285.7142857	139.08	1.172030195	15.12713548	46.39451728	0.021235867	0.444147085	0.012223343	0.178821872	0.148729915	1.531886421	3	0.51	275	0.003373747	0.37091193	14.53404015	0.229841864	143.6364054
MON5B	MON	guyafor	1	1	5	15-30	B	highN	0.646098726	NA	NA	0.246	486.9	400.1	0	o	NA	0	11.83685111	67.02795208	21.13519681	0.174650699	0.195121951	4.1	NA	NA	NA	0.193530351	2.738595168	NA	NA	-0.044417106	0.026470835	-0.005237425	0.059429876	4.2175	-52.41215	1.898833333	0.0205	282.7083333	373.9783333	175.7698167	456.7016667	7.02	246	3591	343	217	166	84.01914123	4.769218614	60751.01344	289824.6925	20.96129661	54216.03189	18.70649164	B.highN	137	271	10	12	3	0.103553687	0.005089059	0.892354507	2.738595168	0.193530351	NA	0.107645493	119	13	219	31	26.54104274	1.875595698	1.486	46.146	31.05537522	209.5120313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1.08	416	0.000419436	0.403547947	14.15072702	NA	65.76924238
NOUB41A	NOU	imbalancep	B	4	1	0-15	A	lowN	1.071523355	1.8924	0.9378	2.8302	807.5	0.2	0	o	l	0	79.56867196	5.675368899	14.75595914	3.316831683	2.800687285	3.96	28.10810811	4.990263158	6.615	0.164432473	2.701414704	0.003341894	0.084482448	NA	NA	-0.085069495	-0.053262513	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	A.lowN	233	187	19	240	9	0.078275429	0.098280098	0.837580829	2.701414704	0.164432473	NA	0.162419171	100	17	353	59	43.41943419	2.642898526	NA	NA	NA	NA	NA	1.665004985	47.26819541	51.89431705	0.0257936	0.590473156	0.039811989	0.122455418	0.132187108	1.857514311	2	0.179	73.1	0.04535396	0.117544176	16.42871785	0.035587823	369.3882206
NOUB41B	NOU	imbalancep	B	4	1	15-30	B	lowN	1.275477707	0.4271	0.3516	0.7787	923.1	0.2	0	o	s	0	77.67879868	10.18070756	12.14049376	0.833333333	1.874084919	4.21	23.16810345	2.27545582	0.959957924	0.107675876	1.438054502	NA	NA	0.030292144	0.225849616	0.121350254	0.289950624	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	B.lowN	83	378	6	88	6	0.148760331	0.039093736	0.822746291	1.438054502	0.107675876	NA	0.177253709	67	5	462	25	27.51309688	2.060072691	1.412	48.229	34.16808391	170.4074469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	13.355401	NA	NA
